tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***68483,20100102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0843,OPP,11 JARVIS ST,,,ON
***85295,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0843,NR,925 DANFORTH AVE,,,ON
***88817,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0843,OPP,46 HAYDEN ST,,,ON
***91858,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0844,NR,503 HARBORD ST,,,ON
***91152,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0844,NR,1006 COLLEGE ST,,,ON
***07979,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0844,NR,22 ROXBOROUGH ST W,,,ON
***85296,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0844,NR,923 DANFORTH AVE,,,ON
***86574,20100102,9,STOP HWY PROHIBITED TIME/DAY,60,0844,NR,164 BROCK AVE,,,ON
***87193,20100102,347,PARK IN A FIRE ROUTE,250,0844,NR,2400 EGLINTON AVE W,,,ON
***68484,20100102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0845,OPP,33 JARVIS ST,,,ON
***75242,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0845,NR,507 QUEEN ST E,,,ON
***84164,20100102,8,STAND VEH-HWY-PROH TIME/DAYS,60,0845,NR,482 DUNDAS ST W,,,ON
***07980,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0845,NR,24 ROXBOROUGH ST W,,,ON
***18967,20100102,5,PARK HWY PRO TIMES/DAYS,40,0845,NR,90 WINGARDEN CRT,,,ON
***20138,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0845,NR,53 OLD MILL DR,,,ON
***85297,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0845,NR,918 DANFORTH AVE,,,ON
***91859,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0846,NR,254 HARBORD ST,,,ON
***75243,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0846,NR,532 QUEEN ST E,,,ON
***84165,20100102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0846,NR,485 DUNDAS ST W,,,ON
***68485,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0847,NR,119 FRONT ST E,,,ON
***91153,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0847,NR,1054 COLLEGE ST,,,ON
***20139,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0847,NR,26 OLD MILL DR,,,ON
***72705,20100102,347,PARK IN A FIRE ROUTE,250,0847,AT,25 CANYON AVE,,,QC
***35755,20100102,337,PARK - ON BOULEVARD,50,0848,NR,168 VALLEY STREAM DR,,,ON
***72706,20100102,347,PARK IN A FIRE ROUTE,250,0848,AT,25 CANYON AVE,,,ON
***86078,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0848,NR,436 WELLINGTON ST W,,,ON
***14455,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0849,,150 RIVER ST,,,ON
***07981,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0849,NR,150 MACPHERSON AVE,,,ON
***72707,20100102,347,PARK IN A FIRE ROUTE,250,0849,AT,25 CANYON AVE,,,ON
***86079,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0849,NR,439 WELLINGTON ST W,,,ON
***86575,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0849,NR,1590 DUNDAS ST W,,,ON
***86576,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0849,NR,1548 DUNDAS ST W,,,ON
***88818,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0849,NR,574 PARLIAMENT ST,,,ON
***42365,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0850,,3479 ST CLAIR AV E,,,ON
***11041,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0850,NR,309 MARKHAM ST,,,ON
***18968,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0850,NR,51 MAIDENHAIR LANE,,,ON
***56561,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0850,OPP,56 TEMPERANCE ST,,,ON
***86577,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0850,NR,1580 DUNDAS ST W,,,ON
***88819,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0850,NR,572 PARLIAMENT ST,,,ON
***35756,20100102,337,PARK - ON BOULEVARD,50,0851,NR,235 INGLETON BLVD,,,ON
***73602,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0851,NR,792 QUEEN ST E,,,ON
***86578,20100102,8,STAND VEH-HWY-PROH TIME/DAYS,60,0851,NR,1566 DUNDAS ST W,,,ON
***42366,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0852,,3479 ST CLAIR AVE E,,,ON
***84166,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0852,OPP,115 EDWARD ST,,,AB
***07982,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0852,NR,112 MACPHERSON AVE,,,ON
***11042,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0852,N/S,ULSTER ST,W/O,BATHURST ST,ON
***21130,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0852,NR,76 WYCHWOOD AVE,,,ON
***86579,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0852,NR,1585 DUNDAS ST W,,,ON
***18969,20100102,337,PARK - ON BOULEVARD,50,0853,NR,33 RED HAWK RD,,,ON
***21131,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0853,NR,76 WYCHWOOD AVE,,,ON
***35757,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0853,NR,81 TREETOPS CRT,,,ON
***91860,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,597 PALMERSTON AVE,,,ON
***91861,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,599 PALMERSTON AVE,,,ON
***07983,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,10 MACPHERSON AVE,,,ON
***21132,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0854,NR,76 WYCHWOOD AVE,,,ON
***88820,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0854,NR,525 PARLIAMENT ST,,,ON
***87194,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0855,NR,7 HILLTOP RD,,,ON
***88821,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0855,NR,572 PARLIAMENT ST,,,ON
***07984,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0856,NR,1 GIBSON AVE,,,ON
***84167,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0857,OPP,20 EDWARD ST,,,ON
***11043,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0857,NR,398 BRUNSWICK AVE,,,ON
***20140,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0857,NR,30 ANTLER ST,,,ON
***86580,20100102,16,PARK 9M OF INTERSCTING HIGHWAY,40,0858,OPP,1 COLLAHIE ST,,,ON
***14456,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0859,,63 BELSHAW PL,,,ON
***68486,20100102,192,STAND SIGNED TRANSIT STOP,60,0859,OPP,1 CARLTON ST,,,ON
***91154,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0859,NR,1047 BLOOR ST W,,,ON
***11578,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0859,NR,31 HARCOURT AVE,,,ON
***18970,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0859,NR,37 TELFER GDNS,,,ON
***86581,20100102,16,PARK 9M OF INTERSCTING HIGHWAY,40,0859,OPP,1 COLLAHIE ST,,,ON
***84168,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0900,NR,20 EDWARD ST,,,ON
***73603,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0900,NR,437 BROADVIEW AVE,,,ON
***14457,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0901,,63 BELSHAW PL,,,ON
***11044,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0901,S/S,BERNARD AVE,W/O,WALMER RD,ON
***20141,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0901,NR,77 RANKIN CRES,,,ON
***88822,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0902,NR,211 CARLTON ST,,,ON
***14458,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0903,,63 BELSHAW PL,,,ON
***68487,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0903,NR,100 WALTON ST,,,ON
***11579,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0903,NR,776 GERRARD ST E,,,ON
***14459,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0904,,63 BELSHAW PL,,,ON
***68488,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0904,NR,100 WALTON ST,,,QC
***91155,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0904,NR,971 BLOOR ST W,,,ON
***74612,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0904,NR,2 RAMSDEN RD,,,NY
***67177,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0905,NR,1135 O'CONNOR DR,,,ON
***64404,20100102,6,PARK-HWY EXCESS PERMTD TIME,30,0905,NR,8 COULTER AVE,,,TX
***68489,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0905,NR,100 WALTON ST,,,ON
***74613,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0905,NR,2 RAMSDEN RD,,,NY
***74614,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0905,NR,2 RAMSDEN RD,,,ON
***07985,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0906,NR,52 MC MURRICH ST,,,ON
***20142,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0906,NR,261 STERLING RD,,,ON
***73604,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0906,NR,59 BOWDEN ST,,,ON
***53475,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0907,NR,3218 DANFORTH AVE,,,ON
***68490,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0907,OPP,68 EDWARD ST,,,ON
***07986,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0907,NR,34 MC MURRICH ST,,,ON
***87195,20100102,347,PARK IN A FIRE ROUTE,250,0907,AT,2400 EGLINTON AVE W,,,ON
***88823,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0907,NR,166 CARLTON ST,,,ON
***67178,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0908,NR,805 O'CONNOR DR,,,ON
***68491,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0908,OPP,68 EDWARD ST,,,ON
***75244,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0908,NR,39 PARLIAMENT ST,,,ON
***28111,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0908,NR,303 COXWELL AVE,,,ON
***58103,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0908,NR,1571 WESTON RD,,,ON
***14460,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0909,,63 BELSHAW PL,,,ON
***67179,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0909,NR,869 O'CONNOR DR,,,ON
***53476,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0909,NR,3196 DANFORTH AVE,,,ON
***58104,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0909,NR,1575 WESTON RD,,,ON
***63713,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0909,NR,3206 LAKE SHORE BLVD W,,,ON
***63714,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0909,NR,3202 LAKE SHORE BLVD W,,,ON
***67180,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0910,NR,879 O'CONNOR DR,,,ON
***53477,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0910,NR,3196 DANFORTH AVE,,,ON
***75245,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0910,OPP,21 SACKVILLE ST,,,ON
***11045,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0910,NR,7 HOWLAND AVE,,,ON
***21133,20100102,9,STOP HWY PROHIBITED TIME/DAY,60,0910,NR,519 ST CLAIR AVE W,,,ON
***21134,20100102,9,STOP HWY PROHIBITED TIME/DAY,60,0910,NR,519 ST CLAIR AVE W,,,ON
***23833,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0910,NR,12 ANGLESEY BLVD,,,ON
***56562,20100102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,0910,NR,90 ADELAIDE ST W,,,ON
***58105,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0910,NR,1575 WESTON RD,,,ON
***88824,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0910,OPP,111 CARLTON ST,,,ON
***64405,20100102,6,PARK-HWY EXCESS PERMTD TIME,30,0911,NR,2 COULTER AVE,,,ON
***11046,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,25 HOWLAND AVE,,,ON
***58106,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0911,NR,1583 WESTON RD,,,ON
***64998,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,85 MERRICK ST,,,ON
***88825,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0911,OPP,111 CARLTON ST,,,ON
***58107,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0912,NR,1589 WESTON RD,,,ON
***64999,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0912,OPP,56 GLENDALE AVE,,,ON
***14461,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0913,,605 WHITESIDE PL,,,ON
***56563,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0913,NR,20 KING ST W,,,ON
***58108,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0913,NR,1591 WESTON RD,,,ON
***88826,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0913,NR,14 CARLTON ST,,,ON
***91750,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0913,OPP,32 GLENDALE AVE,,,ON
***14462,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0914,,605 WHITESIDE PL,,,ON
***91156,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0914,NR,38 COOLMINE RD,,,ON
***07987,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0914,NR,22 LOWTHER AVE,,,ON
***23834,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0914,NR,7 ANGLESEY BLVD,,,ON
***45635,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0914,NR,567 HURON ST,,,PA
***87196,20100102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,0914,NR,3 SHORTT ST,,,ON
***84169,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0915,OPP,5 BREADALBANE ST,,,ON
***63715,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0915,NR,3451 LAKE SHORE BLVD W,,,ON
***63716,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0915,NR,3451 LAKE SHORE BLVD W,,,ON
***73605,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0915,NR,388 CARLAW AVE,,,ON
***75246,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0916,NR,43 BRIGHT ST,,,ON
***07988,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0916,NR,78 LOWTHER AVE,,,ON
***11580,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0916,OPP,27 HAMILTON ST,,,ON
***11581,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0916,OPP,25 HAMILTON ST,,,ON
***63717,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0916,NR,3445 LAKE SHORE BLVD W,,,ON
***88827,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0916,NR,27 CARLTON ST,,,ON
***14463,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0917,,605 WHITESIDE PL,,,ON
***84170,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0917,NR,15 BREADALBANE ST,,,ON
***63718,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0917,NR,3421 LAKE SHORE BLVD W,,,ON
***84171,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0918,NR,15 BREADALBANE ST,,,ON
***35758,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0918,NR,17 GROSBEAK CRES,,,ON
***63719,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0918,NR,3411 LAKE SHORE BLVD W,,,ON
***74615,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0918,NR,472 MONTROSE AVE,,,ON
***84172,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0919,NR,15 BREADALBANE ST,,,ON
***07989,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,110 LOWTHER AVE,,,ON
***56564,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0919,NR,55 YORK ST,,,ON
***72708,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0919,NR,17 DELORAINE AVE,,,ON
***73606,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,200 LOGAN AVE,,,ON
***74616,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,468 MONTROSE AVE,,,ON
***11047,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,537 EUCLID AVE,,,ON
***63720,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0920,NR,3405 LAKE SHORE BLVD W,,,ON
***72709,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0920,NR,21 DELORAINE AVE,,,ON
***64406,20100102,6,PARK-HWY EXCESS PERMTD TIME,30,0921,NR,177 JOHN ST,,,ON
***91157,20100102,8,STAND VEH-HWY-PROH TIME/DAYS,60,0921,NR,1448 DUNDAS ST W,,,ON
***07990,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0921,NR,105 BERNARD AVE,,,ON
***20143,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0921,NR,96 EVELYN CRES,,,NS
***35759,20100102,48,FAIL TO PARK/STOP PAR TO CURB,15,0921,NR,24 DUSK OWL DR,,,ON
***58109,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0921,NR,1292 WESTON RD,,,ON
***58110,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0921,NR,1292 WESTON RD,,,ON
***63721,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0921,NR,3373 LAKE SHORE BLVD W,,,ON
***72710,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0921,NR,27 DELORAINE AVE,,,ON
***72711,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0922,NR,27 DELORAINE AVE,,,ON
***67181,20100102,347,PARK IN A FIRE ROUTE,250,0923,AT,7 CURITY AVE,,,ON
***64407,20100102,6,PARK-HWY EXCESS PERMTD TIME,30,0923,NR,145 JOHN ST,,,ON
***84173,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0923,OPP,15 GROSVENOR ST,,,ON
***63722,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0923,NR,3307 LAKE SHORE BLVD W,,,ON
***73607,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0923,NR,12 DE GRASSI ST,,,ON
***14464,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0924,,275 SHUTER ST,,,ON
***07991,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0924,NR,671 HURON ST,,,ON
***11582,20100102,192,STAND SIGNED TRANSIT STOP,60,0924,NR,241 GREENWOOD AVE,,,ON
***20144,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0924,OPP,98 GLENDONWYNNE RD,,,ON
***74617,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0924,NR,644 MANNING AVE,,,ON
***91158,20100102,8,STAND VEH-HWY-PROH TIME/DAYS,60,0925,NR,1574 DUNDAS ST W,,,ON
***20145,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0925,NR,91 GLENDONWYNNE RD,,,ON
***72712,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0925,NR,84 BROOKDALE AVE,,,ON
***87197,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0925,NR,7 HILLTOP RD,,,ON
***88828,20100102,347,PARK IN A FIRE ROUTE,250,0925,NR,415 JARVIS ST,,,PA
***14465,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0926,,275 SHUTER ST,,,ON
***63723,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0926,NR,3067 LAKE SHORE BLVD W,,,ON
***72713,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0926,NR,68 BROOKDALE AVE,,,ON
***74618,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0926,NR,582 MANNING AVE,,,ON
***86582,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0926,NR,106 MASSEY ST,,,ON
***07992,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0927,NR,629 HURON ST,,,ON
***20146,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0927,NR,41 KENNEDY PARK RD,,,ON
***14466,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0928,,275 SHUTER ST,,,ON
***53478,20100102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0928,OPP,1165 KINGSTON RD,,,ON
***11048,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0928,NR,21 MAJOR ST,,,ON
***36704,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0928,AT,2863 ELLESMERE RD,,,ON
***63724,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0928,NR,3043 LAKE SHORE BLVD W,,,ON
***72714,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0928,NR,56 BROOKDALE AVE,,,ON
***73608,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0928,W/S,BLACKBURN ST,N/O,MOUNTSTEPHEN ST,ON
***07993,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0929,NR,619 HURON ST,,,ON
***63725,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0929,NR,3017 LAKE SHORE BLVD W,,,ON
***72715,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0929,NR,24 BROOKDALE AVE,,,ON
***73793,20100102,355,PARK IN DISABLED NO PERMIT,450,0929,NR,1770 EGLINTON AVE E,,,ON
***74619,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0929,NR,490 MANNING AVE,,,ON
***86583,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0929,NR,64 MASSEY ST,,,ON
***42367,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0930,,675 KENNEDY RD,,,ON
***20147,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0930,NR,29 DEFOREST RD,,,ON
***23835,20100102,1,PARK AT EXPIRED METER,30,0930,OPP,25 MABELLE AVE,,,ON
***23836,20100102,1,PARK AT EXPIRED METER,30,0930,OPP,25 MABELLE AVE,,,ON
***63726,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0930,NR,3013 LAKE SHORE BLVD W,,,ON
***86584,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0930,NR,890 ADELAIDE ST W,,,ON
***23837,20100102,1,PARK AT EXPIRED METER,30,0931,OPP,25 MABELLE AVE,,,ON
***63727,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0931,NR,2991 LAKE SHORE BLVD W,,,ON
***72716,20100102,6,PARK HWY IN EXCESS PRMTD TIME,30,0931,NR,28 GOLFDALE RD,,,ON
***74620,20100102,337,PARK - ON BOULEVARD,50,0931,NR,377 MANNING AVE,,,ON
***23838,20100102,1,PARK AT EXPIRED METER,30,0932,OPP,25 MABELLE AVE,,,ON
***74621,20100102,337,PARK - ON BOULEVARD,50,0932,NR,377 MANNING AVE,,,ON
***20148,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0933,NR,46 DURIE ST,,,ON
***56565,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0933,NR,228 QUEENS QUAY W,,,ON
***63728,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0933,NR,2977 LAKE SHORE BLVD W,,,ON
***14467,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0934,,285 SHUTER ST,,,ON
***73609,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0934,NR,45 LANGLEY AVE,,,ON
***91751,20100102,16,PARK 9M OF INTERSCTING HIGHWAY,40,0934,NR,205 SUNNYSIDE AVE,,,ON
***64736,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0935,NR,19 MACEY AV,,,ON
***80050,20100102,347,PARK IN A FIRE ROUTE,250,0935,,2700 WILSON AV,,,ON
***14468,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0935,,285 SHUTER ST,,,ON
***53479,20100102,337,PARK - ON BOULEVARD,50,0935,E/S,WARDEN AVE,S/O,KINGSTON RD,ON
***20149,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0935,NR,56 DURIE ST,,,ON
***21135,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0935,NR,5 BENSON AVE,,,ON
***35760,20100102,337,PARK - ON BOULEVARD,50,0935,NR,95 GRAYSON CRES,,,ON
***91752,20100102,16,PARK 9M OF INTERSCTING HIGHWAY,40,0935,OPP,249 WRIGHT AVE,,,ON
***68492,20100102,8,STD VEH HWY PROHIB TIME/DAY,60,0936,W/S,ELIZABETH ST,N/O,EDWARD ST,AB
***21136,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0936,NR,35 BENSON AVE,,,ON
***73610,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0936,NR,21 LANGLEY AVE,,,ON
***74622,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0936,N/S,ULSTER ST,W/O,MARKHAM ST,ON
***86585,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0936,NR,5 NORTHCOTE AVE,,,ON
***11049,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0937,OPP,168 WALMER RD,,,ON
***20150,20100102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0937,NR,357 WINDERMERE AVE,,,ON
***63729,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0937,E/S,SIXTH ST,S/O,LAKE SHORE BLVD W,ON
***86080,20100102,5,PARK HWY PROHIBED TIME/DAY,40,0937,NR,73 GRANGE AVE,,,NY
***91753,20100102,15,PARK 3M OF FIRE HYDRANT,100,0937,N/S,WRIGHT AVE,W/O,RONCESVALLES AVE,ON
***14469,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0938,,295 SHUTER ST,,,ON
***11050,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0938,NR,171 WALMER RD,,,ON
***56566,20100102,192,STAND SIGNED TRANSIT STOP,60,0939,NR,293 KING ST W,,,ON
***14471,20100102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0940,,295 SHUTER ST,,,ON
***11051,20100102,29,PARK PROHIBITED TIME NO PERMIT,30,0940,NR,73 WALMER RD,,,ON
***63730,20100102,210,PARK FAIL TO DISPLAY RECEIPT,30,0940,W/S,EIGHTH ST,S/O,LAKE SHORE BLVD W,ON
